@relation predictor
@attribute 1pixel numeric
@attribute 2pixel numeric
@attribute 3pixel numeric
@attribute 4pixel numeric
@attribute 5pixel numeric
@attribute 6pixel numeric
@attribute 7pixel numeric
@attribute 8pixel numeric
@attribute 9pixel numeric
@attribute 10pixel numeric
@attribute 11pixel numeric
@attribute 12pixel numeric
@attribute 13pixel numeric
@attribute 14pixel numeric
@attribute 15pixel numeric
@attribute 16pixel numeric
@attribute 17pixel numeric
@attribute 18pixel numeric
@attribute 19pixel numeric
@attribute 20pixel numeric
@attribute 21pixel numeric
@attribute 22pixel numeric
@attribute 23pixel numeric
@attribute 24pixel numeric
@attribute 25pixel numeric
@attribute 26pixel numeric
@attribute 27pixel numeric
@attribute 28pixel numeric
@attribute 29pixel numeric
@attribute 30pixel numeric
@attribute 31pixel numeric
@attribute 32pixel numeric
@attribute 33pixel numeric
@attribute faceId numeric
@data
0.7671760115290347,0.5953555162051797,1.5910563239559932,2.0565288275086195,0.3857210417025772,0.5229665135426815,1.0354208705666461,0.04677554696950001,0.46068571070384023,0.5860959236374678,0.8788327391412163,0.3307530645584332,0.8432581651820324,2.489672153766493,1.5428841668103088,1.256861645322046,1.6610259518162656,1.431820809757722,0.26460245164674656,1.0075761174984736,0.882559255103781,0.9189936847433815,0.6565260874301131,1.3180416247869207,1.7903489544341615,0.32742882878650004,1.7154577124860837,0.8432581651820324,1.659048931534041,0.761450737400926,1.0215933662074872,0.8168998085813521,0.5333232915019436,1
0.2734497018661122,0.4550478098485886,0.7734325540118707,1.524391296880595,0.611452121799678,0.9888495921490389,2.2815504040834305,0.5087589179169212,0.46132462787354395,0.9226492557470879,1.3048230907909741,0.5923395015653287,0.3391726119446141,0.837694556643007,1.3984445043642741,0.6254033949039037,1.6070483697030713,2.3983125389879003,0.2734497018661122,0.6479883652741467,0.5923395015653287,0.8647238833909103,0.44222698151363865,0.3391726119446141,1.3672485093305613,1.7705330140647737,0.791806435171285,1.7043212820670368,2.042089542633544,0.31270169745195187,1.0315532276200388,1.4588365648099988,1.4568638302161159,11427
0.41536866557292873,0.7488165109721241,0.5592071799574392,1.2547296705270816,0.8563044408645215,1.1232247664581863,0.5874200002380503,1.2844566612967823,1.8720412774303103,0.5192108319661609,1.1839828621061892,0.42815222043226075,0.696594428958334,0.42815222043226075,1.612063931926638,1.2844566612967823,1.7744557171713238,2.29864434078164,1.4124061637607463,1.5119647649673653,0.37440825548606205,0.7908383780722227,0.9796450384656347,1.397053466888218,0.9573774696040095,0.6054986768954582,0.23219814298611133,0.5192108319661609,1.3216950005356132,1.4463540130688979,0.9796450384656347,0.44056500017853767,1.1038573702703118,11433
0.9538484120417059,1.0664349447777417,0.9796715328573197,0.7066082304681043,1.5081667622932848,1.5659163968865977,2.0974616583772967,1.4385065804477923,1.0533493578583462,0.4996474714062234,0.8492374022058753,0.8492374022058753,0.802206971065661,0.5266746789291731,1.0347515640292937,1.8015045778110657,1.4840642056042157,1.5712216059753676,1.119725726578463,1.0586030032063938,0.8327457856770389,0.4213397431433385,0.5672459891556495,0.5266746789291731,0.14896609478002637,1.3323932570832624,1.7531227250454073,0.8686141326252995,0.6744726803787104,0.37979051207353337,0.9992949428124468,1.2124961659128173,0.3160048073575038,11435
1.0095649928603003,0.9518270033334225,2.0599576102202235,2.993296304869591,0.9518270033334225,0.5771298929498285,1.5528977212149777,0.23085195717993143,0.32647396874423196,0.5941915921118855,0.6580293210314907,0.47591350166671126,0.8202556948533101,2.227751289688905,2.6685627530807063,0.7699873153101804,0.25810033449659864,1.7313896788494856,0.3650089934981222,0.23085195717993143,0.6580293210314907,0.7524853172465739,0.11542597858996571,0.46170391435986285,2.0191299857206007,2.308519571799314,0.879058063463484,0.3650089934981222,1.5247592646340071,0.621587917731744,0.40809246093029,0.6580293210314907,0.7743010034897959,11436
0.46019649699179316,0.8036986302854623,1.4443133441392304,0.8852056363472922,0.9318268857241788,0.7276345508624461,0.7276345508624461,1.5469722748102976,2.3465509182481963,1.3016322548047663,0.14552691017248923,0.6589011097875088,0.5821076406899569,0.14552691017248923,0.6259349082057233,1.239116989983392,1.3016322548047663,1.1130668320835804,0.9487193828182016,1.7493521054775758,1.5673727903038266,0.3710222773611934,0.6902947454876898,0.23009824849589658,0.29105382034497845,0.7836863951519133,1.4443133441392304,1.6270403185059577,1.462527346759549,1.7584083460093547,1.5297640390174128,1.0341630045644463,0.5247047365867519,11437
0.3231327198853364,0.12772942267035572,0.6902117922337386,1.6257301366905228,3.0962202218619264,2.1166118130521414,2.940552136984186,1.2644567729815175,0.8178673621338595,0.307613184715925,0.41585687129882226,0.3474615951097295,0.5266419011690395,0.9368759423556505,1.0732312250156477,1.9630478952865367,2.5806401474614225,1.489568238294414,1.0218353813628458,0.6072187434482518,0.12772942267035572,0.36127336370900504,1.1032155202005625,0.7997126810896107,0.8587369823116666,0.8587369823116666,0.630936805189821,0.8922793868997961,0.6462654397706727,0.8568350154531542,0.8491845496557537,0.4569786749083489,0.28561167181771807,11438
1.256741471746405,1.2049529787301456,0.9585068804013914,1.6175077833945435,1.8018164860907395,1.0622098206130453,0.546196801688472,0.29621680562341496,0.3415383320233981,1.2534515669619783,1.1095054126050143,0.22718791902136615,1.2453960149306837,1.3021257295450206,0.6604099197780399,0.5080076305984922,1.442956306045717,1.9359023718621977,1.5518780869090254,1.4885577143932582,1.0570954022184818,0.4526687217828923,0.46835989349468216,0.18734395739787285,1.3509564890927435,1.6929692513452046,1.1307021991245712,1.9601459779533839,1.2420760596345726,0.7582769053048782,0.5527720644638369,0.18316475604498325,0.15240228917954768,11443
0.9875745263906752,1.7258973105156383,0.9066314757572255,1.6118219119355928,1.8172515013523038,0.26428594165376845,0.6661714211747763,1.7002902123018264,1.360495153364835,0.9229265419849148,1.4372191898273778,0.16509811888936668,0.6838381223968343,0.5381540268789959,0.6661714211747763,1.809736342760015,2.37050228271053,2.346848128168268,1.7418633980793756,0.48574352525418646,0.6135899963655722,1.2008689476446188,0.20637264861170834,0.12033489864666841,0.4377824978543025,0.8051178664307961,1.1976727803536291,1.360495153364835,0.9066314757572255,0.7853014854027518,0.47867778840381,0.5734040923585128,0.10522981623429276,11444
2.7909008196819682,2.534526478291523,1.7870558003050325,1.7465142660048305,1.2260987652451492,1.6521901579235874,1.1408489686166114,1.2260987652451492,1.3598639128475252,0.7117853034515281,2.603885235679756,1.6849099710836632,0.9824628988534028,0.7757908103730774,0.4847425687189419,0.23083408510482237,0.6823365329130288,1.6093383805965304,1.191411266242088,0.9346198915819532,0.46166817020964473,1.5708844691502204,0.2788239165045189,0.3607681207082447,0.4179747221401462,0.37617724992613155,0.38535365327957194,0.35711775914134636,0.23083408510482237,0.3943165642346741,0.1773316562339162,0.29555276038986034,0.33698199421673264,11446
1.130671364327042,0.9883160455219895,1.2547195561960196,1.4402072291797547,2.838215662931227,1.1049709305204727,1.4639485083698476,1.0351679175762505,0.23970184983411263,0.6715930821480217,1.4629669805971721,0.8575834088984361,0.579761428831971,1.0997587744285109,2.0626897811035376,1.4481642357506226,0.26799481528076124,1.5580620239217322,0.9707185069565152,0.3215937783369135,0.8039844458422838,1.1840397942041685,0.579761428831971,0.3432008194461163,1.159522857663942,1.8317989643876031,0.6250659503880285,0.27330215853165907,1.5552937741356132,0.053598963056152256,0.37519274139306574,0.6454169829658515,0.773015238442628,11449
0.21588226605682945,0.17404984722369218,0.07632590713335126,0.34558024255510283,1.6216336659731918,2.404932319673656,1.2532332780799145,0.34558024255510283,0.569638812191465,1.212837637600995,1.2262131715733788,0.17066991679450952,0.04827274220397661,0.4276975856039982,0.6494433253336096,1.6869579552311305,2.2363621038680908,1.2853609091158535,0.48272742203976604,0.43712827233102863,0.8034185498542892,1.8168131293301546,0.2289777214000538,0.15265181426670252,0.41102758896713965,0.7738709281605927,0.9159108856002152,2.0493186261522656,2.4719462162849957,1.8931286935000633,1.5937317300856586,1.4205643653654387,1.598112127893777,11451
0.3161350389226927,0.46004405556600425,0.43413216437102714,0.27456928899020916,0.25834637184329656,0.5354278753050928,0.8169629602656099,1.2058872750541056,1.9045428796769754,1.347677789476302,1.1028333642828083,0.33524738023722717,0.27076444978931485,1.0914863916388489,1.5501897755661707,1.4905971217208551,0.9941566560070759,0.5728709744709519,0.22392764534457574,0.6860452707780745,0.9089328238336215,0.8067398719233604,0.43413216437102714,1.1430222622523833,1.2314265450053343,1.1188657959812487,1.0328833970589701,1.264676884907334,1.3394413316457823,1.8893205120254597,2.180912402655068,1.862033809917031,1.9157674691161652,11452
2.137632396346268,1.6238951134667254,0.6829477542417728,2.15022175420514,2.4751580705178644,0.8225938919757816,1.6869670578609846,1.111705155471932,0.6344228679684542,0.2620314180380827,0.13236410518338637,2.1063918292301356,0.7553754908564185,0.21869056816998217,0.9415042574339206,1.3942027876057144,1.3281052839067664,2.0786712173991266,1.355455389747891,0.44860471208031166,0.20062212624765957,0.15691737623898674,0.9457695883640076,0.2403528528666353,0.2903216123774677,0.15691737623898674,0.703104075568581,1.6005454037043063,1.9595349604762298,1.3722939905270017,0.6749271552293351,0.2620314180380827,0.08972094241606232,11454
0.1474201547102161,0.9325910235299123,0.7972963902667775,0.3384000918363109,2.3563292274637933,1.1681450785677754,1.2187479622116495,0.4488267262696818,2.5594409372260505,2.498208739764932,0.4910696539684177,0.16354797749062103,0.45161161375368125,1.0345702364886178,0.20134509675955956,0.9412892986110367,1.9915366222337185,1.3751956267613057,1.8367318942126574,2.458410226751427,1.1508436093449903,0.26889222349647396,0.08673441294972221,0.22018320316512957,0.44649271811298663,0.6040352902786787,0.4846445670700856,1.1579035105229163,1.5265694725456758,1.752187802767002,1.1908227435116694,0.5114961361846474,0.1884797311718896,11455
1.6513782520432638,2.5052321684442393,2.3246901172951038,1.7902007484879838,1.9995957534529392,1.6340144233365437,1.598721096493269,1.7589146703693097,2.414328171514579,1.6587642520089243,0.3510872519149476,0.4087373258527806,1.1134421668987124,1.4401617167539293,1.2549520144091368,1.3148109017852398,1.1529955498205775,1.0022148482104347,0.9707183549152797,0.6383404580271774,0.3143462200121533,0.2043686629263903,0.21410589854056802,0.2726991632085956,0.2726991632085956,0.48719221027886617,0.42821179708113605,0.5116688012549405,0.33322350194210415,0.285474531387424,0.18610662516449938,0.2492799177712434,0.2573232651891028,11460
0.8740528133529706,0.17694681989488137,1.3452614001370475,2.0034881333541423,1.4265908697342953,0.3262738145194913,1.0616809193692882,2.2284061755987343,1.3098846145695258,0.8261730207080552,1.9057755744645655,0.3262738145194913,0.4747981412248403,0.676112849482473,1.7516841475989144,0.6525476290389826,0.5004811850282613,0.3262738145194913,0.25024059251413067,1.5221540997045788,1.1246915815746235,0.8952879609462738,0.426144373436148,0.33573298535485263,0.39566511768736695,1.584637561427568,1.600366359431667,1.028729305987154,1.0557662164155721,0.39566511768736695,1.4022407496764766,1.7282913216714841,1.0616809193692882,11462
