@relation predictor
@attribute 1pixel numeric
@attribute 2pixel numeric
@attribute 3pixel numeric
@attribute 4pixel numeric
@attribute 5pixel numeric
@attribute 6pixel numeric
@attribute 7pixel numeric
@attribute 8pixel numeric
@attribute 9pixel numeric
@attribute 10pixel numeric
@attribute 11pixel numeric
@attribute 12pixel numeric
@attribute 13pixel numeric
@attribute 14pixel numeric
@attribute 15pixel numeric
@attribute 16pixel numeric
@attribute 17pixel numeric
@attribute 18pixel numeric
@attribute 19pixel numeric
@attribute 20pixel numeric
@attribute 21pixel numeric
@attribute 22pixel numeric
@attribute 23pixel numeric
@attribute 24pixel numeric
@attribute 25pixel numeric
@attribute 26pixel numeric
@attribute 27pixel numeric
@attribute 28pixel numeric
@attribute 29pixel numeric
@attribute 30pixel numeric
@attribute 31pixel numeric
@attribute 32pixel numeric
@attribute 33pixel numeric
@attribute 34pixel numeric
@attribute 35pixel numeric
@attribute 36pixel numeric
@attribute 37pixel numeric
@attribute 38pixel numeric
@attribute 39pixel numeric
@attribute 40pixel numeric
@attribute 41pixel numeric
@attribute 42pixel numeric
@attribute 43pixel numeric
@attribute 44pixel numeric
@attribute 45pixel numeric
@attribute 46pixel numeric
@attribute 47pixel numeric
@attribute 48pixel numeric
@attribute faceId numeric
@data
-0.9544993893988254,-1.7681918866447774,3.0940095503128098,-2.51279636717436,-1.35970299357215,-1.5083775167989393,-2.191045812777718,-2.117585167684144,-2.0131705497716417,-2.1293956421384594,-2.0169018757383004,-1.9890206563741257,-1.878849107818673,-1.3854483767992019,-1.665748033137653,-2.3805798993650633,-1.9720251257997454,-1.7359450042095235,-1.8329161680603696,-1.9018924034990288,-1.6352231662204502,-1.4909663410826592,-1.5182132651839548,-1.4801364395941514,1.1659045405098132,2.356194490192345,-2.0131705497716417,-2.451146196535101,-2.33658915933514,-1.8086322542523474,-1.5385494443596428,-1.7429871413178357,-1.6704649792860586,-1.4288992721907328,-1.2120256565243244,-0.21866894587394195,-1.9195673303788037,-2.992702705980296,-2.6954871046463897,-2.4127379271371625,-2.4756234162106834,-2.2848870254070546,-1.6373644905707205,-1.5182132651839548,-1.1071487177940904,-0.6659692373791098,0.3671738338182192,0.7853981633974483,1
0.0,-0.5713374798336268,-0.5191461142465229,-1.1071487177940904,-2.1587989303424644,3.141592653589793,3.141592653589793,-2.677945044588987,-2.2455372690184494,-2.516107613350564,2.647651284670212,2.6344941491974563,2.20354516179708,0.6435011087932844,-0.5280744484263598,-0.982793723247329,-1.849095985800008,-2.214297435588181,3.141592653589793,3.0060649396042924,-2.782821983319221,0.6435011087932844,2.8068558162729786,2.701750070774057,2.259720715009758,2.1587989303424644,0.982793723247329,-0.982793723247329,-1.446441332248135,-1.446441332248135,-1.892546881191539,3.141592653589793,2.838707785214822,-2.137525544318403,-2.536047989984823,2.9441970937399127,2.5213431676069717,2.356194490192345,2.214297435588181,-2.356194490192345,-1.9513027039072617,-1.6262948320406136,-1.665748033137653,-2.0533096218173736,-2.184003675669406,-1.925501978805837,-2.0988707752212563,-2.5269297016676275,11427
2.677945044588987,3.141592653589793,2.1587989303424644,1.1071487177940904,0.5880026035475675,0.5880026035475675,0.7853981633974483,2.1587989303424644,1.849095985800008,0.982793723247329,0.0,0.7853981633974483,-2.999695598985629,2.819842099193151,1.892546881191539,3.141592653589793,-1.7681918866447774,-1.2490457723982544,-1.2490457723982544,-0.7853981633974483,0.4636476090008061,2.1112158270654806,0.982793723247329,0.4636476090008061,3.141592653589793,2.1112158270654806,2.677945044588987,-2.976443976175166,-2.819842099193151,-2.0344439357957027,-1.2490457723982544,-0.3217505543966422,-0.3805063771123649,0.5880026035475675,0.8960553845713439,0.7853981633974483,2.0899424410414196,2.0899424410414196,2.6224465393432705,2.44685437739309,1.7894652726688387,1.4288992721907328,1.3521273809209546,0.9272952180016122,0.3217505543966422,0.4636476090008061,1.0121970114513341,0.6947382761967033,11433
2.2655346029916,-1.2490457723982544,-1.4940244355251187,-1.477319545636307,-1.4501726582147938,-1.5363272257953886,-1.892546881191539,-1.9028557943377822,-1.6914199953749995,-1.6064954394742206,-1.4711276743037347,-1.373400766945016,2.976443976175166,-2.4668517113662407,-2.6224465393432705,-1.965587446494658,-1.8157749899217608,-1.9195673303788037,-1.8662371639386166,-1.6207547225168395,-1.3854483767992019,-1.1902899496825317,-0.982793723247329,-0.9272952180016122,2.498091544796509,3.141592653589793,3.017237659043032,-3.0309354324158977,-2.356194490192345,-2.289626326416521,-2.356194490192345,-1.929566997065469,-1.4711276743037347,-1.0303768265243125,-0.628796286415433,-1.2490457723982544,2.1995926132103296,2.601173153319209,2.677945044588987,2.746801533890032,3.141592653589793,-2.5829933382462307,-2.5213431676069717,-2.356194490192345,-1.4711276743037347,-0.4636476090008061,-0.3805063771123649,-1.0303768265243125,11435
-2.723368324010564,-2.79856871316909,-3.0828368308740703,-3.079173843593836,-2.485897027348257,-2.5535900500422257,-2.27068919651414,-2.010638909610633,-1.1902899496825317,-0.7853981633974483,0.0,0.21866894587394195,3.141592653589793,-2.988943325194528,-3.0750244898139694,3.141592653589793,-2.819842099193151,-2.723368324010564,-2.498091544796509,-1.892546881191539,-0.6747409422235527,-0.2662520491509253,0.0,0.09065988720074511,2.761086276477428,3.0090411212931194,3.141592653589793,3.141592653589793,3.141592653589793,-2.9533711482850227,-3.0916342578678506,2.356194490192345,0.07677189126977804,0.07677189126977804,0.21866894587394195,0.4939413689195812,2.788602265762883,2.8842689386187046,3.0828368308740703,3.141592653589793,2.91811605244916,3.141592653589793,2.651635327336065,1.7894652726688387,0.5404195002705842,0.3217505543966422,0.26060239174734096,0.6947382761967033,11436
2.677945044588987,1.1071487177940904,-0.19739555984988078,-1.0303768265243125,-0.9272952180016122,-0.6202494859828215,-0.4048917862850834,-0.4636476090008061,0.09065988720074511,0.24497866312686414,0.0,0.23374318086890142,2.819842099193151,2.1587989303424644,-2.356194490192345,-1.2490457723982544,-0.4636476090008061,-0.5667292175235064,0.0,-0.11065722117389563,0.06656816377582381,-0.07677189126977804,-0.07130746478529032,0.1297025371559121,2.677945044588987,2.5535900500422257,-2.0344439357957027,-0.7853981633974483,-0.982793723247329,-0.3805063771123649,-0.2984989315861793,-0.11065722117389563,-0.17985349979247828,-0.21109333322274654,0.10487693873023389,0.18998828791871572,2.6224465393432705,2.677945044588987,-2.896613990462929,-0.7853981633974483,-0.5880026035475675,0.3805063771123649,-0.07677189126977804,0.0,0.07677189126977804,0.23109066719589708,0.3080527810237764,0.43662715981354133,11437
-1.6951513213416582,-2.1293956421384594,-2.677945044588987,-2.4227626539681686,-1.869295258381076,-1.8018869939907938,-1.7942729279355298,-1.373400766945016,-1.0882830317724197,-0.9505468408120751,-1.3909428270024184,-2.0701430484750265,-2.356194490192345,-1.9974238199217729,-2.723368324010564,-2.51279636717436,-2.0344439357957027,-1.9055331641117113,-1.7681918866447774,-1.446441332248135,-0.9151007005533605,-0.6022873461349642,-1.0040671092713902,-1.4181469983996315,-2.8632929945846817,-2.0344439357957027,-2.6224465393432705,-3.0060649396042924,-2.6167968819396856,-1.9513027039072617,-1.4056476493802699,-0.628796286415433,0.12435499454676144,0.0,-1.373400766945016,-0.09065988720074511,2.9441970937399127,2.761086276477428,-2.896613990462929,-3.0860941483440762,2.999695598985629,-3.0309354324158977,0.0,0.12435499454676144,0.3217505543966422,0.3217505543966422,0.3217505543966422,0.714090698612158,11438
-1.5253730473733196,-1.2703191584223155,-1.1441688336680205,-1.5925320336366895,-3.0727361642887487,2.0844023315176456,2.875340604438868,1.231503712340852,-0.5475622359399975,-1.1543577096033046,-1.5855011491727482,-2.0011229399174555,-1.719686274404394,-1.849095985800008,-1.5308176396716067,-1.4711276743037347,-1.5350972141155728,-1.7016237228689537,-1.6921483273656603,-1.9451299428024806,-1.7614352327089922,-1.5567127509720364,-1.396124127786657,-1.2551806647561303,-2.5535900500422257,-2.782821983319221,-2.723368324010564,-2.0988707752212563,-1.923786714621807,-1.8662371639386166,-1.9890206563741257,-1.849095985800008,-1.642103791580187,-0.982793723247329,-0.4825132950224769,-0.870903457075653,2.191045812777718,-2.782821983319221,-2.999695598985629,-2.356194490192345,-2.3036114285814033,-2.439335722080786,-2.8023000391357487,2.976443976175166,0.9272952180016122,0.6528466311007742,0.2662520491509253,-0.41822432957922906,11443
-2.0344439357957027,-1.9756881130799802,-2.1401095178955587,-2.2367655641740063,-1.9936502529278375,-1.9605048981377624,-1.8717165611553217,-1.6148853841929685,-1.3045442776439713,-1.0265158418489166,-0.7853981633974483,-0.7853981633974483,2.5625183842220625,2.694072678432623,-2.6344941491974563,-2.819842099193151,2.8632929945846817,2.922923707715851,2.427501954977635,1.3370531459259951,0.7853981633974483,0.24497866312686414,0.16514867741462683,-0.2914567944778671,2.1587989303424644,2.4306832804062264,2.6292031932790554,2.1587989303424644,2.3086113869153615,2.5213431676069717,1.642103791580187,1.4352686128093959,1.6295521495106193,1.0121970114513341,-0.6947382761967033,0.7266423406817256,2.3434292261656893,2.309716358841342,2.1629830063445388,2.0931997585114255,2.297438667476622,2.214297435588181,1.7681918866447774,0.844153986113171,0.8760580505981934,1.6814535479687924,0.7853981633974483,0.982793723247329,11444
-2.297438667476622,-1.633215136790854,-1.6814535479687924,-1.969318772461317,-1.6672701019774836,-1.4288992721907328,-1.396124127786657,-1.363300100359694,-1.3521273809209546,-1.446441332248135,-1.6991195544806914,-1.7033478590915707,3.141592653589793,-2.1587989303424644,3.141592653589793,-2.896613990462929,-2.5829933382462307,-1.9890206563741257,-1.7561442767905915,-1.2924966677897853,-0.866302262552679,-1.1583858851975093,-1.849095985800008,-1.3045442776439713,2.5308666892005847,1.6704649792860586,1.373400766945016,2.774418819771574,2.761086276477428,2.2655346029916,2.356194490192345,0.5585993153435624,0.0,-0.09966865249116204,1.373400766945016,1.3045442776439713,2.1451011569695986,1.7782925532300993,2.0032041023654346,2.0576955586061656,1.8337910584758161,1.7848570103587182,1.7178746821832993,1.4513674007765582,1.0460005551447893,0.7853981633974483,0.6435011087932844,1.1441688336680205,11446
