@relation predictor
@attribute hue_mean numeric
@attribute saturation_mean numeric
@attribute value_mean numeric
@attribute hue_deviation numeric
@attribute saturation_deviation numeric
@attribute value_deviation numeric

@attribute faceId numeric
@data
0.7487104859347233,0.23721222149296886,0.9507002830505371,0.14877471322545574,0.009177272977065179,0.0016606379134902483,1
0.11099476890549773,0.08681043543453727,0.42633054228056044,1.3394816127755872E-4,4.111768837946767E-4,0.005351265449448698,11427
0.600611104197534,0.09120552902597756,0.9253034591674805,0.20727115503635543,0.0014296931645767963,7.868941846034261E-5,11433
0.08466548051330305,0.41119355903494925,0.9827264249324799,6.673125600858341E-5,0.005859222072960245,3.1494075358740053E-4,11435
0.06871938794141724,0.33974249767405645,0.7679271847009659,3.5357193880417296E-5,0.0031035321864532465,0.004977630982126113,11436
0.0994145181030035,0.5065703682956242,0.8246965557336807,2.3411314656353355E-5,0.0024428966350872583,0.004602544172926271,11437
0.056240218691527843,0.5723277699379694,0.7329598665237427,1.121191807976071E-5,0.0017588935195207355,0.001646845905955985,11438
0.05774395150365308,0.292290559304612,0.8281979560852051,0.02099297087470356,0.014630244451636222,0.003300736023092554,11443
0.16437708559845174,0.21581843149449145,0.8075630343740895,0.08996215191980386,0.0073978415400191115,0.02168279059541636,11444
0.07352461577171371,0.4274853315381777,0.6769841462373734,4.7908541045879224E-5,0.0013440080559352218,0.0026586034295792422,11446
0.08812914229375088,0.3062609499763875,0.8867413699626923,0.0631978249751986,7.892358921313618E-4,0.002719614754943755,11449
0.15041049694021544,0.4637769726770265,0.7095705002124998,0.06466018121253907,0.025103964619192436,0.12063688052583667,11451
0.20152116217650473,0.6934657033000674,0.47843137767077204,0.12058593804665423,0.0652204267470696,0.15254096484021495,11452
0.04949512673054068,0.4719460276620729,0.726797396938006,4.114108018216157E-4,0.0028232299805503176,0.031672554919478534,11454
0.04705707866343714,0.49871273196878885,0.777871161699295,2.446383222664635E-5,0.0011818540290367927,0.005930554521650144,11455
0.13255623932040872,0.09254584230837368,0.8617647141218185,4.2810764518848434E-5,0.0013351289593693885,0.0022349917695982935,11460
0.06965204111821506,0.3172755197045349,0.9654061645269394,0.054132734915505645,0.0012037149507731087,0.0010073636097185368,11462
0.6987528204917908,0.03221755292976186,0.6404762115506899,7.172954689898298E-6,1.789547626424784E-5,0.0011106206931151166,11465
0.053492174860799595,0.5358542278409004,0.7276377379894257,8.643705111396905E-5,0.0035410065504719564,0.008482599000477544,11466
0.024577501956151708,0.2964093419057982,0.8524276465177536,8.736360277225234E-5,5.443854793075375E-4,0.0017999594206983274,11468
