@relation gender
@attribute 1pixel numeric
@attribute 2pixel numeric
@attribute 3pixel numeric
@attribute 4pixel numeric
@attribute 5pixel numeric
@attribute 6pixel numeric
@attribute 7pixel numeric
@attribute 8pixel numeric
@attribute 9pixel numeric
@attribute 10pixel numeric
@attribute 11pixel numeric
@attribute 12pixel numeric
@attribute 13pixel numeric
@attribute 14pixel numeric
@attribute 15pixel numeric
@attribute 16pixel numeric
@attribute 17pixel numeric
@attribute 18pixel numeric
@attribute 19pixel numeric
@attribute 20pixel numeric
@attribute 21pixel numeric
@attribute 22pixel numeric
@attribute 23pixel numeric
@attribute 24pixel numeric
@attribute 25pixel numeric
@attribute 26pixel numeric
@attribute 27pixel numeric
@attribute 28pixel numeric
@attribute 29pixel numeric
@attribute 30pixel numeric
@attribute 31pixel numeric
@attribute 32pixel numeric
@attribute 33pixel numeric
@attribute gender {male, female}
@data
-0.41299419610253457,-0.7177775124877535,1.0484436460634117,1.8741207752760844,-1.089637052568506,-0.8461845471648994,0.06283121451958229,-1.69087459273426,-0.9566611791905352,-0.734202615475868,-0.21493221476428737,-1.1871418487070675,-0.27803607562695576,2.6424508816360506,0.9629935966696058,0.4556333280605316,1.1725590793549878,0.7659841640779902,-1.304482932761896,0.013438875334148306,-0.20832194460127712,-0.14369283108818356,-0.6092702617783848,0.5641572675506259,1.4019583343651925,-1.1930385352525608,1.2691127093649834,-0.27803607562695576,1.1690521473266433,-0.42314995797884913,0.03830333367526219,-0.3247917744979053,-0.8278132048664175,male
-1.2224041559530219,-0.9168695185285426,-0.3811945137052491,0.8822762887839436,-0.6537228631227905,-0.018760304596385075,2.1561790615715553,-0.8265018152983492,-0.9063089166547652,-0.13014084707373527,0.5128578351290782,-0.6858794068137479,-1.111826872277498,-0.27307517318893815,0.6703737088850192,-0.6302501671962404,1.021344911557376,2.352628666412086,-1.2224041559530219,-0.5922514743134892,-0.6858794068137479,-0.22759895298214322,-0.9384402671465757,-1.111826872277498,0.617887165178071,1.2964040632988838,-0.350280881506703,1.1850043479938794,1.7532916730779236,-1.1563635767160179,0.053087579312174685,0.771981960736312,0.7686628801821527,female
-1.1804215244547442,-0.5071613161595486,-0.8899990506209376,0.5143213651079821,-0.29013383474955945,0.24880152346896992,-0.8330349120883305,0.5743427455839533,1.7607272027260064,-0.9707551567142839,0.37147740425812936,-1.1546104150830723,-0.6126022428271708,-1.1546104150830723,1.235810325316617,0.5743427455839533,1.563693467066645,2.622075900143554,0.8326839220789655,1.0337013990571158,-1.2631241557880668,-0.42231551077461577,-0.041098438126241865,0.8016854914790705,-0.08605859683429264,-0.7965324911550169,-1.550258744553447,-0.9707551567142839,0.6495301920719879,0.9012275831394161,-0.041098438126241865,-1.1295479329203943,0.20969706569095173,female
-0.09985715379625935,0.14374379716060703,-0.04398424755705548,-0.6348051789502516,1.0995090045942446,1.2244605912757998,2.3745531292468707,0.9487868344642212,0.11543080678841845,-1.082601522731717,-0.3262016450713684,-0.3262016450713684,-0.42796033211192475,-1.0241233611407985,0.07519117819022052,1.7341974444565524,1.047358844292969,1.2359393529681895,0.25904786424940107,0.1267980011736921,-0.36188418517285115,-1.2520341947266418,-0.9363401288788431,-1.0241233611407985,-1.8413629372011582,0.7191918211654474,1.6295147168127235,-0.2842766488760128,-0.704336146562977,-1.3419333323425169,-0.0015255163934182673,0.4597731791990963,-1.4799450283124855,female
0.012605544798730833,-0.06348639005158532,1.3969004823666122,2.626932004567056,-0.06348639005158532,-0.5572934717588154,0.7286546990347437,-1.0136473965250938,-0.8876287399381715,-0.5348081425723779,-0.4506774627591937,-0.6906848682104324,-0.23688202635754058,1.6180329781644127,2.198971064657139,-0.30312988660640133,-0.9777372138438716,0.9638862774621126,-0.8368440725630916,-1.0136473965250938,-0.4506774627591937,-0.32619547838261587,-1.1657653714471865,-0.7094114466809082,1.3430944359667412,1.7244761520725769,-0.1593873640391247,-0.8368440725630916,0.6915714957141476,-0.49870298128625623,-0.7800650883303945,-0.4506774627591937,-0.2974449487930561,female
-1.013780130145843,-0.36866457336418157,0.8344444549485547,-0.21559001428355307,-0.12803279022429523,-0.5115170222778314,-0.5115170222778314,1.027243470731832,2.5288953434763215,0.566481663842613,-1.6047466075785812,-0.6406021364907011,-0.7848244186030188,-1.6047466075785812,-0.7025144433648721,0.4490746204397268,0.566481663842613,0.21234561670328328,-0.09630776842093305,1.4073237220258805,1.0655567405361548,-1.1812541303680848,-0.5816431932668801,-1.4459170670248058,-1.331439211253394,-0.40624863168380704,0.8344444549485547,1.1776155807792084,0.868651335496758,1.4243318308169035,0.9949254746008843,0.06415996750764125,-0.8926301724897471,female
-0.8944570848580292,-1.1526758948571627,-0.4093745781227056,0.8268810894171275,2.770083713530135,1.4755645258128942,2.564373634913854,0.3494706291489496,-0.24068208511372227,-0.9149656226375946,-0.7719252730747929,-0.8623073038737881,-0.6255266248097479,-0.08341629480953813,0.09677257266296338,1.2726350324553006,2.088762184321281,0.646947772670768,0.028854713670404875,-0.5190470688177371,-1.1526758948571627,-0.8440555215214944,0.13639579873776803,-0.2646728785239389,-0.18667427236008535,-0.18667427236008535,-0.48770445707226634,-0.14234912574944636,-0.467448187926386,-0.18918765686210076,-0.199297487158211,-0.7175842084949675,-0.9440398734804818,female
0.4769764571392826,0.38076336094001717,-0.07708626521137017,1.147211133347354,1.4896213853178752,0.11557392591637727,-0.8430793836957852,-1.3074943146679658,-1.2232956032273736,0.4708644444686091,0.2034400729520879,-1.4357367585074876,0.4558987724170628,0.5612917114978051,-0.6308932960542764,-0.9140275456880034,0.8229279363712627,1.738727267248881,1.0252837333840592,0.9076466148388233,0.10607231657538033,-1.0168366341039587,-0.9876854438402906,-1.509759204216372,0.652009905679923,1.2874040807072107,0.24281964053056773,1.78376724175318,0.44973093165402445,-0.449075190432443,-0.830863805425473,-1.5175233595022852,-1.5746741281666998,female
-0.01998355771109911,1.1674412785469048,-0.15016210659410353,0.9839768583874821,1.3143637864636457,-1.1832292921853345,-0.5368875972310402,1.1262580656522694,0.5797747376350677,-0.12395518631036972,0.7031679585845766,-1.342750421340782,-0.508474712979224,-0.7427745571465493,-0.5368875972310402,1.3022773573939028,2.204142258141848,2.1660999124522786,1.193119111222109,-0.8270649686686541,-0.6214528999506082,0.32305216958584254,-1.2763696963367943,-1.4147419142351292,-0.9041994095007467,-0.31342373622842995,0.3179118590011508,0.5797747376350677,-0.15016210659410353,-0.34529389316167314,-0.8384286047408417,-0.6860828172597645,-1.4390350152958478,female
-1.0676773509114295,-1.1246375804644297,-1.25770131944096,-0.8910768405902517,0.8464343516196002,1.9129964192185114,0.34480974450525015,-0.8910768405902517,-0.5859922216321337,0.28980587385177886,0.3080183871778653,-1.129239791345119,-1.295899318950364,-0.7792634948450529,-0.4773280918797046,0.9353817903598939,1.6834663452731387,0.38855565473101905,-0.7043332803588082,-0.7664223994506701,-0.2676709795535773,1.112196345473931,-1.0498462007351397,-1.15377376008805,-0.8019618436751961,-0.3079038745513907,-0.11449816655894857,1.4287825444252333,2.004244476125018,1.2161098215491255,0.8084422699408801,0.572652585273198,0.8144067460970196,female
