@relation predictor
@attribute hue_mean numeric
@attribute saturation_mean numeric
@attribute value_mean numeric
@attribute hue_deviation numeric
@attribute saturation_deviation numeric
@attribute value_deviation numeric

@attribute faceId numeric
@data
0.3470864477130817,0.36051084972918035,0.9416666701436043,0.20058773620633052,0.019489961746333165,0.004865503072428113,1
0.10877457730472088,0.10685745440423489,0.3888823639601469,2.3656457573618107E-4,0.004450633736380845,0.024087011071759236,11427
0.2933686836156994,0.1535986594017595,0.9146274560689927,0.19141209859741024,0.002732538014494533,5.817315723284641E-4,11433
0.07624639304354787,0.41941172335296867,0.9540784341096878,1.0308505741280333E-4,0.014884327128929963,0.0011845581056178001,11435
0.06420206582173706,0.3644430790096521,0.7093529576063156,6.619047807783886E-5,0.005233163190706388,0.009433013895845048,11436
0.09636702973395586,0.488817832171917,0.7532941320538521,2.6920815949156246E-5,0.006840840973494422,0.006343742579793369,11437
0.0554063287563622,0.5960478287935257,0.6925882536172867,4.220712010226597E-5,0.004741196886143165,0.005684088518866679,11438
0.04532987540587783,0.21090622555464505,0.8361176568269729,1.0042028858206129E-4,0.0018477126391796778,0.0041500325694836,11443
0.08811136143398471,0.1934666101448238,0.8324117746949196,0.0368102781160356,0.004706066363845431,0.00478084948774841,11444
0.057386853415518996,0.497603580057621,0.6971960943937302,1.3268463698143347E-4,0.002385767710728927,0.014708477205590481,11446
0.1148766765347682,0.3628342015296221,0.845294126868248,0.0767214675027707,0.006481860018706372,0.013486926496808091,11449
0.05704321355558932,0.47594911068677903,0.7680000072717666,2.0972789574026367E-4,0.02684968286053927,0.050664425745798373,11451
0.05355551375076175,0.4220587558299303,0.8507254979014397,8.245733238700396E-5,0.019468218902036403,0.02766383111539957,11452
0.06021999398479238,0.3660031113773584,0.77039216555655,5.916602468306633E-4,0.01590542900775723,0.044906534336176245,11454
0.045596872600726784,0.4420392993092537,0.7974509908258915,8.134835042080919E-5,0.0027804552742723546,0.020651863482775572,11455
0.1315756157785654,0.11391164366155863,0.8353137348592281,4.2219028579019465E-5,0.005099766939960847,0.008940944718451825,11460
0.029421439586440102,0.30721761628985406,0.95123529702425,8.393069022408885E-5,0.0015112153011506684,0.001149031389360797,11462
0.6548055535554886,0.029071992062963545,0.5041764870285987,0.022811551088844754,1.2533836669101648E-4,0.013942112582089168,11465
0.05645545218139887,0.48557214230298995,0.8177843245863915,6.467087608732016E-5,0.010422125227611576,0.01131039888237578,11466
0.1716501971054822,0.2823928315099329,0.6744509933143854,0.10378808797133239,0.005969089195423625,0.033924256410114276,11468
0.06449761364609002,0.4594437217712402,0.9374705919623375,7.355516000893001E-5,0.008673268915265906,0.002957815487462403,11470
0.08194764144718647,0.44968507781624795,0.7888431484997273,5.175128128103377E-5,0.005887985798400821,0.014301744265464048,11471
0.06985154026187956,0.4344808714836836,0.6861764812469482,3.055282580541451E-4,0.01985466092625145,0.05699199264474172,11480
0.0930308102327399,0.35142628867179154,0.647666677236557,0.008555971144148657,0.0387474126813011,0.06771596935504857,11482
0.5045809413143434,0.20014409422874452,0.8917647123336792,0.2329014528632858,0.002007027779675668,0.0038363701693510427,11484
0.04725815486628562,0.645413162112236,0.519196094982326,1.951156426079669E-4,0.01084310796774058,0.015544314709094047,11489
0.04107576566748321,0.3992759958654642,0.6373137444257736,2.0179508573124966E-4,0.016073494476785206,0.008771545986610526,11495
0.06947980811819435,0.32354529708623886,0.8427058917284012,6.134150863360363E-5,8.492630400487236E-4,0.0018315707159157928,11500
0.32551334708929064,0.3431001268327236,0.5785686359182001,0.1704983476480504,0.016136052289219216,0.09256760883425169,11514
0.23080037105828524,0.037379213629756124,0.8154313829541207,0.010524158557333177,9.226158432631062E-4,0.023304430996821165,11527
0.08052852276712656,0.4294182765390724,0.812196087166667,7.44977032721399E-4,0.023922645975582357,0.02590031280218274,11530
0.41680554568767547,0.01109231123700738,0.7483725616335869,3.838738228804717E-6,1.0955539676017988E-5,0.019902925470793698,11540
0.07173930577002466,0.6692328426241875,0.6425490278750658,0.017229467687283524,0.03561404701904111,0.08348492775582063,11544
0.08041678106877953,0.33854750961065294,0.5902941407263279,0.038887131574001546,0.0012688057862810611,0.0050214433570777706,11546
0.10771862417459488,0.08976091789081693,0.526823543459177,4.0499153001359535E-4,4.3512100235538066E-4,0.029787996754286672,11550
0.07647301625460386,0.3500727228075266,0.9264313769340515,9.513028252052829E-5,0.016900170199699725,0.005374584518853557,11552
0.08564551973715424,0.410599734634161,0.6585294273495674,1.8305338813706413E-4,0.008275924257436557,0.0176636581510054,11553
0.15820813981583343,0.349027907056734,0.7176470679789781,0.07942638835212605,0.04145245513752856,0.052322336600762735,11561
0.07098250505514443,0.4679239502549171,0.8855882421135902,2.186770401402777E-4,0.008846781035815082,0.00288741795644652,11564
0.657869388461113,0.0400430910801515,0.683607856631279,6.026380316588531E-4,2.9834617097957393E-4,0.029377740344715218,11569
0.06503488696180285,0.4565159798413515,0.9339411804080009,8.085395775401734E-5,0.00529136025302667,0.00256487435783405,1317
0.058153312299400566,0.6759343323111534,0.8735882426798344,6.400446654664583E-5,0.005179850651716394,0.014601609692150304,1320
0.06498932428658008,0.5265562361478806,0.6600000190734864,5.381457587683059E-5,0.011812913173586197,0.010174855096062476,1641
0.12114491167012602,0.2202485039457679,0.8180000106990337,0.08378602123254218,0.0032284257728748362,0.013827786220888134,1660
0.0744078947789967,0.5356353977322579,0.43817647963762285,6.849769145880241E-5,0.010439044420775938,0.005332792198988378,1854
0.2697850121394731,0.1786169582232833,0.614607855975628,0.15884484417351571,0.006888931724478607,0.04272509592151544,2268
0.0,0.0,0.7764313812553882,0.0,0.0,0.03843598349958638,2500
0.06285899311304093,0.3289747653901577,0.7824117770791054,8.62059969288434E-5,0.004153188364309982,0.009923563608086853,2527
0.05911495413631201,0.41407559290528295,0.8680588313937188,3.306200173817097E-5,0.0011513202332075329,0.006873647392823366,2531
0.052304814578965304,0.3892246903479099,0.7355686432123184,6.242575190328882E-5,0.0053729406430971195,0.012410842042234627,2540
0.7784153210406657,0.3542714238911867,0.758784326761961,0.14822410475657788,0.005836203937281885,0.018108263261211333,2546
0.0688293963484466,0.4650321221351624,0.782745110988617,2.3201174514880774E-5,0.0018399380573907748,0.004809534220968671,2559
0.0688293963484466,0.4650321221351624,0.782745110988617,2.3201174514880774E-5,0.0018399380573907748,0.004809534220968671,2560
0.25106789217796177,0.25090528182685373,0.6114706088602543,0.16512539044789698,0.0029225561539408126,0.005952624037004235,2572
0.0745198730751872,0.2135077120549977,0.9261764749884606,3.3445932631486993E-4,0.0032086962617213326,0.0030385905643384482,2577
0.7526933568017558,0.3321825504302979,0.6520000195503235,0.16979403318296613,9.602471450786684E-4,0.004469548543029017,2581
0.7526933568017558,0.3321825504302979,0.6520000195503235,0.16979403318296613,9.602471450786684E-4,0.004469548543029017,2583
0.05713040206581354,0.5369520817697048,0.49788236677646636,5.9242927367704885E-5,0.005764936575525193,0.008197900509515507,2591
0.06692482398007997,0.4146657241880894,0.5308627600036562,0.022476070892602187,0.014656507869779452,0.02615414371133444,2598
0.05729450266808271,0.5646165165305138,0.4866470758616924,5.3307936377763396E-5,0.0026860391243031956,0.00761024317222222,2632
0.5210667345114053,0.13950619705952705,0.8960196140408516,0.05613831032925711,0.02988705612661919,0.00358138788525287,2635
0.4441053391597234,0.35427346535027027,0.3520784392207861,0.21767511533770675,0.005636550671684143,0.004079839836450378,2639
0.05617494280450046,0.5435719747841358,0.8945294179022312,3.5605307963985424E-5,0.003307787833352219,0.005524858753788926,2643
0.05242723060771823,0.5985136103630065,0.7798627552390098,3.664882792647174E-4,0.007185461174209815,0.030941278959968194,3205
0.045110039501450955,0.5245188198238612,0.664823544844985,2.797832817329467E-4,0.012580587084638155,0.022641277802598087,3206
